"","group","gender","age","education","country","Arab","Asian","Black","White","Hispanic","Native_Australian","Native_American","Other","NPAS_1","NPAS_2","NPAS_3","NPAS_4","NPAS_5","NPAS_6","NPAS_7","NPAS_8","NPAS_9","NPAS_10","NPAS_11","NPAS_12","NPAS_13","NPAS_14","NPAS_15","NPAS_16","NPAS_17","NPAS_18","NPAS_19","NPAS_20","NPAS_21","NPAS_22","NPAS_23","NPAS_24","NPAS_25","NPAS_26","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","TIPI_11","TOTAL_NPAS","Extraversion","Agreeableness","Conscientousness","Emotional_Stability","Openness"
"713",1,1,31,3,200,0,0,0,1,0,0,0,0,3,3,4,1,4,2,4,2,3,3,3,4,1,3,2,5,4,4,5,3,1,1,1,4,4,4,5,6,6,3,6,4,4,5,6,2,5,78,4.5,3,4.5,5.5,6
"714",1,2,31,3,200,0,0,0,1,0,1,0,0,3,3,4,3,4,4,4,4,5,4,1,2,5,4,1,2,4,5,1,4,5,4,5,4,1,5,3,1,6,2,7,6,7,1,6,1,4,91,2.5,7,6.5,6,7
"715",1,1,31,4,200,0,0,0,0,1,0,0,0,3,5,4,3,5,2,5,2,4,3,5,3,2,3,3,2,4,4,5,3,1,1,1,4,5,4,4,6,5,1,5,5,4,5,7,4,6,86,3.5,3,4,7,4.5
"716",1,2,32,2,200,0,0,0,1,0,0,0,0,3,4,3,5,5,2,4,4,5,4,2,5,3,2,2,2,2,4,2,3,5,1,3,5,4,5,6,4,5,3,7,3,6,7,6,1,5,89,5.5,5,3,5.5,7
"717",1,2,32,4,200,0,0,0,1,0,0,0,0,3,2,4,4,4,3,5,3,4,4,4,4,4,3,1,3,4,1,1,3,3,1,5,5,2,4,2,2,7,7,7,6,5,5,5,1,5,84,2,5.5,5,3,7
"718",1,2,32,4,200,0,0,0,1,0,0,0,0,3,5,5,4,4,3,4,4,4,4,3,4,5,4,2,5,4,5,4,3,1,1,1,4,5,4,2,2,6,5,7,7,6,3,5,5,6,95,1.5,6,5.5,4,5
"719",1,2,33,2,200,0,0,1,0,0,0,0,0,3,5,5,3,5,5,5,5,3,3,3,5,5,5,5,5,5,1,1,5,1,3,5,5,5,3,4,6,7,7,7,7,5,7,6,5,4,104,2.5,3.5,4,3.5,5
"720",1,1,33,3,200,0,0,0,1,0,0,0,0,3,5,4,3,4,3,5,4,3,3,4,5,3,5,3,4,4,5,5,3,3,1,2,4,4,3,3,2,4,1,6,7,3,2,7,4,5,95,2,4.5,5,7,5
"721",1,1,33,4,200,0,1,0,1,0,0,0,0,3,5,4,2,3,4,4,2,4,4,4,4,3,5,4,3,3,4,5,3,2,2,3,4,3,4,6,1,6,1,6,5,7,6,6,1,6,91,4.5,7,4,6.5,6.5
"722",1,1,33,2,200,0,0,0,1,0,0,0,0,3,4,4,3,4,3,5,4,4,2,3,4,4,5,3,5,4,4,4,4,1,2,4,4,5,4,3,5,5,4,6,5,5,6,5,5,6,96,3,4,3.5,4.5,4.5
"723",1,1,33,3,200,0,0,0,1,0,0,0,0,3,3,5,4,5,5,4,5,3,5,5,4,4,5,2,4,5,2,1,4,5,1,5,5,3,5,4,3,6,5,6,5,6,3,2,2,6,102,3.5,5.5,5.5,2.5,6
"724",1,2,33,4,200,0,0,0,1,0,0,0,0,3,3,3,3,3,5,3,4,1,4,1,4,2,4,2,5,4,5,2,2,3,1,4,2,1,4,5,4,6,5,6,5,4,5,5,5,5,78,4,4,4.5,4,4.5
"725",1,2,34,2,200,0,0,1,0,0,0,0,1,3,5,5,4,4,3,4,4,4,4,4,5,3,3,4,4,4,5,3,3,1,4,4,4,4,4,3,5,6,4,5,5,5,1,4,7,5,99,3,4,6.5,4,3
"726",1,2,34,2,200,0,0,0,1,0,0,0,0,3,5,3,3,4,3,5,2,4,4,5,5,4,5,3,3,4,5,5,3,1,1,4,5,5,5,4,4,3,5,6,5,6,6,3,5,7,99,3.5,5,2.5,3,4.5
"727",1,2,35,3,200,0,1,0,0,0,0,0,0,3,2,5,2,3,5,4,3,4,3,1,2,5,4,1,4,2,5,1,4,1,1,4,2,3,3,2,2,6,1,5,7,4,5,6,6,5,77,1.5,5,4.5,6.5,3.5
"728",1,1,35,3,200,0,1,0,0,0,0,0,0,3,5,1,3,5,1,5,5,5,5,1,5,3,5,1,5,5,1,1,5,1,1,5,5,5,5,6,5,6,7,7,7,7,7,2,2,6,92,3.5,5,3.5,1.5,6.5
"729",1,2,36,4,200,0,0,0,0,0,0,0,1,3,4,4,3,4,4,5,4,4,3,3,4,3,4,3,3,3,4,2,3,2,2,4,4,3,4,2,5,7,6,2,6,6,2,5,5,6,89,2,4.5,6.5,3.5,2.5
"730",1,1,37,3,200,0,0,0,1,0,0,0,0,3,4,2,4,4,3,5,2,4,2,4,3,1,3,2,1,1,3,4,3,1,3,3,5,4,3,7,6,2,5,7,2,3,6,5,2,6,77,6.5,2.5,2,4,6.5
"731",1,2,37,3,200,0,0,0,1,0,0,0,0,3,4,4,4,2,4,4,3,3,5,4,4,3,4,3,4,3,4,1,4,1,2,2,4,4,4,2,1,6,4,6,6,3,2,6,4,6,87,2,5,6,5,5
"732",1,2,38,4,200,0,0,0,1,0,0,0,0,3,1,4,5,4,5,4,5,5,4,1,4,5,3,2,3,3,5,2,5,4,5,5,4,2,5,4,5,3,4,6,5,7,6,6,3,6,98,3.5,5,2.5,5,5.5
"733",1,2,38,3,200,0,0,0,1,0,0,0,0,3,4,3,2,3,3,4,3,3,4,2,4,4,3,2,2,3,5,3,3,1,2,3,2,3,4,2,2,6,2,6,3,7,2,5,1,3,78,3.5,6.5,6,5.5,6.5
"734",1,2,39,2,200,0,0,0,1,0,0,0,0,3,2,2,2,5,4,5,2,5,5,1,5,2,4,1,2,4,1,3,5,1,1,3,4,5,3,1,1,6,2,3,6,2,6,5,3,2,80,1.5,4.5,4,5.5,4
"735",1,1,40,4,200,0,0,0,1,0,0,0,0,3,1,2,3,5,5,5,1,5,3,4,5,5,5,4,1,2,5,5,5,1,1,5,5,5,5,7,5,2,1,1,1,6,2,7,4,6,96,7,4.5,4,7,2.5
"736",1,1,40,4,200,0,0,0,1,0,0,0,0,3,4,4,4,5,5,5,3,5,5,1,5,5,5,1,5,5,5,4,5,1,3,5,5,5,5,1,7,7,1,6,5,3,3,7,7,7,108,2,2,6,7,3.5
"737",1,1,41,2,200,0,0,0,0,0,0,0,1,3,4,4,3,4,4,4,3,4,4,2,4,3,4,2,3,4,3,3,4,2,3,4,3,4,4,2,6,6,2,6,6,4,2,6,2,5,89,2,3,6,6,6
"738",1,1,41,3,200,0,0,0,1,0,0,0,0,3,2,3,4,5,3,5,1,5,2,1,5,2,4,1,2,5,5,2,5,1,3,5,5,5,5,3,4,6,2,7,6,2,2,6,2,5,89,2.5,3,6,6,6.5
"739",1,1,41,4,200,0,0,0,1,0,0,0,0,3,5,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,1,5,4,1,2,3,4,3,4,6,5,5,5,5,5,5,5,4,4,5,89,4.5,4,4,3.5,4.5
"740",1,2,42,4,200,0,0,0,1,0,0,0,0,3,5,5,5,5,4,5,3,4,3,1,5,4,4,2,5,4,5,3,4,1,1,5,5,5,5,5,1,3,2,5,3,7,2,7,1,6,101,5,7,4.5,6.5,6
"741",1,2,42,4,200,0,0,0,1,0,0,0,0,3,1,1,1,5,5,5,1,5,5,1,5,5,5,1,1,3,5,2,5,1,3,1,5,1,5,2,1,6,1,7,6,5,2,7,4,6,81,2,6,6,7,5.5
"742",1,2,44,3,200,0,0,0,1,0,0,0,0,3,4,4,1,4,4,4,2,4,5,4,4,4,5,4,3,5,4,3,4,4,2,5,5,1,4,1,1,7,5,6,7,7,2,6,5,4,96,1,7,6.5,4.5,4.5
"743",1,1,44,3,200,0,0,0,1,0,0,0,0,3,5,4,3,4,3,5,3,3,4,5,5,4,3,3,5,4,5,5,5,1,3,2,4,5,4,2,6,6,5,6,7,5,1,4,4,6,100,1.5,3.5,6.5,3.5,5
"744",1,1,44,4,200,0,0,0,1,0,0,0,0,3,4,4,3,3,4,3,4,4,5,4,4,4,2,3,4,4,4,2,3,4,2,4,3,4,3,2,3,5,6,5,7,5,2,3,2,6,91,1.5,5,5.5,2.5,5.5
"745",1,1,45,3,200,0,0,0,1,0,0,0,0,3,5,5,4,4,4,5,5,5,4,2,5,5,4,2,5,5,3,2,5,4,3,5,5,5,4,6,3,6,1,7,5,5,3,5,1,7,108,4.5,5,5.5,6,7
"746",1,2,45,4,200,0,0,0,1,0,0,0,0,3,3,3,5,2,3,3,3,3,3,1,3,4,2,1,1,2,4,1,2,1,1,5,3,1,4,2,1,7,7,7,6,5,4,3,4,5,67,2,6,5.5,2,5.5
"747",1,2,46,3,200,0,0,0,1,0,0,0,0,3,5,4,3,5,4,4,4,5,5,4,4,4,4,1,3,4,2,1,4,2,2,4,3,3,4,1,5,3,5,7,6,2,5,3,5,4,91,1.5,2.5,3,3,5
"748",1,2,46,4,200,0,0,0,1,0,0,0,0,3,5,4,2,4,3,4,4,3,5,1,5,2,1,4,1,2,4,1,2,2,1,5,4,1,4,5,5,5,6,6,3,5,6,6,3,5,77,5,4,3.5,4,5.5
"749",1,2,47,3,200,0,0,0,1,0,0,0,0,3,3,3,5,5,4,5,5,5,3,3,5,3,4,1,2,2,4,3,3,1,1,5,4,4,4,6,5,7,4,7,4,7,2,7,2,6,90,5,5,6.5,5.5,6.5
"750",1,1,47,4,200,0,0,0,1,0,0,0,0,3,1,4,4,5,3,5,1,5,5,2,5,4,5,1,2,4,5,1,4,4,2,5,5,3,5,1,6,6,2,7,7,4,2,7,4,3,93,1,3,6,6.5,5.5
"751",1,2,48,4,200,0,0,0,0,1,0,0,0,3,3,4,3,4,4,3,5,4,4,1,3,3,3,2,2,3,5,1,5,1,4,5,4,2,5,3,2,7,2,6,5,5,1,6,5,5,86,3,5.5,7,6,4.5
"752",1,1,49,2,200,0,0,0,1,0,0,0,0,3,5,5,2,5,5,5,5,5,5,5,5,5,5,3,3,5,1,5,3,1,1,1,5,5,3,2,5,7,2,4,6,1,1,1,1,6,101,2,2,7,3.5,5.5
"753",1,1,50,3,200,0,0,0,1,0,0,0,0,3,5,4,3,4,4,5,4,4,5,2,5,5,4,2,4,5,5,4,4,2,4,5,5,5,5,1,5,6,3,4,6,2,1,6,3,6,107,1.5,2.5,6.5,5.5,4.5
"754",1,2,50,3,200,0,0,0,1,0,0,0,0,3,5,4,4,5,5,4,5,5,5,1,4,4,2,1,4,4,4,1,5,3,3,5,4,3,4,6,5,7,2,6,3,3,1,6,3,5,97,5.5,3,7,6,5.5
"755",1,1,50,4,200,0,1,0,0,0,0,0,0,3,4,2,3,4,4,3,2,5,4,5,4,2,4,2,2,3,2,5,4,3,5,3,5,4,4,6,3,2,4,6,2,4,6,4,2,3,91,6,4.5,2,4,6
"756",1,2,51,4,200,0,0,0,1,0,0,0,0,3,5,4,4,3,5,5,4,5,4,4,5,3,4,5,5,3,5,3,3,5,3,5,5,4,5,4,4,7,4,7,5,7,1,4,1,6,109,3.5,5.5,7,4,7
"757",1,2,52,2,200,0,0,0,1,0,0,0,0,3,4,3,3,1,2,3,2,5,3,1,4,5,3,1,1,3,3,1,1,1,1,4,3,5,5,5,1,6,1,6,4,7,4,5,3,6,71,4.5,7,5,6,5.5
"758",1,2,52,4,200,0,0,0,1,0,0,1,0,3,5,3,3,3,4,5,4,4,2,2,4,3,4,4,2,2,5,2,2,4,2,5,4,4,4,6,5,5,3,5,3,6,2,6,3,6,89,5.5,4.5,5.5,5.5,5
"759",1,2,52,3,200,0,0,0,1,0,1,0,0,3,5,1,3,5,5,5,5,5,5,3,5,3,1,5,1,1,5,1,5,5,1,5,5,1,5,7,4,7,1,7,6,6,1,7,1,7,94,4.5,5,7,7,7
"760",1,2,52,4,200,0,0,0,1,0,0,0,0,3,5,4,3,5,5,4,4,5,5,3,4,4,3,2,3,3,4,2,4,4,4,5,5,4,5,3,1,5,5,7,3,7,4,4,3,6,102,4,7,4.5,3.5,6
"761",1,2,52,3,200,0,0,0,1,0,0,0,0,3,5,5,5,5,5,5,5,5,5,2,4,5,4,2,5,5,5,3,4,4,4,5,5,5,5,2,2,6,6,6,7,7,3,5,2,6,115,1.5,6.5,5.5,3.5,6
"762",1,1,53,3,200,0,0,0,1,0,0,0,0,3,5,4,3,4,4,5,4,4,5,2,4,5,4,2,5,5,4,3,4,5,1,4,4,5,5,3,5,7,6,4,6,3,1,5,2,4,103,2.5,3,7,3.5,5
"763",1,1,53,3,200,0,1,0,1,0,0,0,0,3,5,5,3,5,3,5,4,5,4,4,5,4,3,4,3,4,5,4,4,4,3,5,5,5,5,5,6,7,2,6,7,4,1,7,4,6,109,3,3,7,6.5,5
"764",1,1,54,4,200,0,0,0,1,0,0,0,0,3,4,1,3,5,3,5,2,5,5,1,4,2,4,1,1,3,5,1,3,1,3,5,5,1,1,5,4,5,5,7,6,6,3,5,1,4,77,3.5,5,5,4,7
"765",1,1,55,2,200,0,0,0,1,0,0,0,0,3,5,5,2,5,5,5,5,5,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,4,4,1,7,6,7,5,7,5,1,1,1,5,116,1,3,6.5,1,6
"766",1,1,56,4,200,0,0,0,1,0,0,0,0,3,1,4,2,4,4,2,2,4,5,1,2,5,4,1,2,4,5,1,3,4,1,5,4,2,4,4,2,6,2,5,6,5,5,6,4,4,79,3,5.5,4.5,6,4.5
"767",1,1,58,2,200,0,0,0,1,0,0,0,0,3,5,4,3,4,5,5,5,5,5,5,5,5,4,3,5,5,4,5,5,2,5,5,3,5,4,3,1,7,4,5,5,4,5,6,7,6,114,3,5.5,5,5,3
"768",1,2,58,2,200,0,0,0,1,0,0,0,0,3,4,4,4,5,5,5,4,4,4,4,4,5,4,1,3,4,2,4,4,1,2,5,5,4,5,3,2,6,2,7,6,7,1,5,1,6,99,2.5,6.5,6.5,5.5,7
"769",1,2,60,4,200,0,0,0,1,0,0,0,0,3,4,5,3,4,3,3,3,4,4,1,3,2,3,2,3,3,4,2,3,4,1,5,5,3,4,4,6,7,6,7,5,7,4,7,2,5,84,3.5,4.5,5.5,4.5,6.5
"770",1,2,60,4,200,0,1,0,0,1,0,0,0,3,3,3,1,5,5,5,1,5,3,1,4,3,3,3,1,4,5,2,3,1,3,5,5,3,5,4,5,7,4,6,5,7,1,7,4,4,85,3.5,5,7,5.5,5
"771",1,1,60,4,200,0,0,0,1,0,0,0,0,3,2,4,3,4,5,5,1,5,5,1,5,4,5,1,1,2,5,1,4,1,1,1,4,5,5,2,2,6,2,6,5,5,2,6,3,6,83,2.5,5.5,6,6,5.5
"772",1,2,60,4,200,0,0,0,1,0,0,0,0,3,5,3,3,4,4,4,3,5,4,1,4,4,4,1,4,3,4,1,4,1,5,4,4,4,4,1,5,6,2,6,6,3,5,5,4,4,90,1.5,3,4.5,5.5,5
"773",1,1,61,4,200,0,0,0,1,0,0,0,0,3,2,5,4,3,4,4,3,4,5,1,3,4,5,1,4,4,5,1,4,1,1,2,3,3,4,2,2,7,6,5,7,6,2,4,6,5,83,1.5,6,6.5,3,3.5
"774",1,1,64,3,200,0,0,0,0,0,0,0,1,3,5,5,2,5,1,5,3,5,5,1,5,5,5,1,1,5,5,1,5,1,5,5,5,5,5,6,1,7,1,7,3,6,1,7,1,7,99,5.5,6.5,7,7,7
"775",1,1,64,3,200,0,0,0,1,0,0,0,0,3,4,4,4,4,4,5,3,4,5,2,5,3,4,3,3,3,5,3,4,2,2,4,4,5,3,2,5,7,3,6,7,6,2,6,3,6,95,1.5,4.5,6.5,5.5,5.5
"776",1,2,67,4,200,0,0,0,1,0,0,0,0,3,1,5,3,3,5,5,4,4,5,1,5,5,5,1,3,5,5,1,5,3,5,5,5,3,5,1,5,7,5,4,7,5,1,6,2,4,100,1,4,7,4.5,5
"777",1,2,69,3,200,0,0,0,1,0,0,0,0,3,5,3,3,5,5,5,3,5,5,4,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,1,1,7,1,6,7,7,1,7,1,7,118,1,7,7,7,6.5
"778",1,2,73,4,200,0,0,0,1,0,0,0,0,3,5,4,4,5,5,5,5,5,5,1,5,4,5,1,5,4,5,2,5,2,3,5,5,5,5,2,5,7,5,6,6,6,1,3,1,7,108,2,4.5,7,3,6.5
"779",1,1,90,4,200,0,0,0,0,0,0,0,1,3,2,1,1,5,4,4,4,5,4,1,4,2,3,1,1,2,1,3,4,3,1,5,5,4,5,6,6,7,4,6,5,5,1,3,2,4,78,4.5,3.5,7,3.5,6
"780",1,1,18,2,200,0,0,0,1,0,0,0,0,4,4,4,4,4,4,5,3,3,4,4,4,3,5,3,4,3,4,5,4,4,2,5,5,3,4,2,3,5,5,5,5,4,3,4,4,5,101,2.5,4.5,5,3.5,4.5
"781",1,2,18,2,200,0,0,0,1,0,0,0,0,4,3,4,2,2,4,1,5,2,5,4,1,4,3,1,5,4,4,2,4,3,5,4,4,2,2,2,1,7,6,5,6,7,4,3,2,5,84,2,7,5.5,2.5,5.5
"782",1,2,18,2,200,0,0,0,1,0,0,0,0,4,5,5,4,3,4,5,5,4,5,5,5,4,5,1,4,3,5,5,5,3,4,5,4,3,4,2,6,3,2,6,7,5,5,6,3,6,109,1.5,3.5,3,6,5.5
"783",1,2,18,2,200,0,0,0,0,1,0,0,0,4,4,4,4,4,3,1,5,4,3,2,3,5,3,4,5,5,2,3,1,4,2,2,4,4,4,3,7,5,5,4,3,3,2,2,2,5,89,4,2,5.5,2.5,5
"784",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,3,4,5,4,5,4,4,4,4,4,4,5,2,2,4,4,5,4,1,4,4,4,3,5,6,1,2,1,7,5,5,6,3,2,4,100,4.5,6,2,5,6.5
"785",1,3,18,2,200,0,0,0,1,1,0,0,0,4,5,5,4,4,5,5,4,5,4,1,3,5,5,4,5,4,5,2,5,5,3,4,4,4,4,2,5,6,6,6,6,6,5,3,2,6,108,2,4.5,4.5,2.5,6
"786",1,2,18,1,200,0,0,0,1,0,0,0,0,4,5,5,5,4,3,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,3,5,4,4,3,6,4,5,7,5,7,7,7,3,1,5,116,3.5,5.5,3,2,6
"787",1,2,18,2,200,0,0,0,0,0,0,0,1,4,2,5,5,4,4,2,4,2,5,2,2,2,2,2,5,4,2,4,1,5,1,2,4,1,4,1,6,2,7,6,7,2,7,2,1,2,80,1,2,1.5,1.5,6.5
"788",1,1,18,3,200,0,1,0,1,0,0,0,0,4,5,4,4,4,4,5,4,3,4,5,2,3,2,4,5,5,5,5,2,2,1,5,5,4,3,7,3,5,2,7,2,5,7,1,5,5,99,6.5,5,3,3.5,5
"789",1,1,18,2,200,0,0,0,1,0,0,0,0,4,4,5,5,5,5,5,2,3,4,4,5,4,3,2,3,4,5,4,5,1,2,3,4,5,5,3,2,6,6,6,6,6,2,5,5,5,101,2.5,6,6,3.5,4.5
"790",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,5,1,5,1,5,5,4,5,5,5,5,5,1,2,5,1,1,5,5,1,1,5,1,5,2,6,6,6,6,7,6,5,5,2,5,92,1.5,4,4.5,3.5,6
"791",1,2,18,2,200,0,0,1,0,0,0,0,0,4,5,5,4,3,4,3,5,4,3,4,3,5,3,5,3,4,5,5,4,5,3,5,4,4,4,5,6,7,3,6,4,6,2,2,1,1,106,4.5,4,6.5,3.5,6.5
"792",1,3,18,2,200,0,0,0,1,0,0,0,0,4,4,4,4,4,3,5,3,3,3,4,4,3,3,5,4,4,3,5,3,4,3,5,4,3,3,2,5,7,5,6,4,6,4,4,1,6,97,3,4.5,5.5,3.5,6.5
"793",1,1,18,2,200,0,0,0,1,0,0,0,0,4,4,5,3,4,3,5,4,4,5,5,3,1,2,2,5,5,4,5,4,2,1,2,2,3,1,3,5,1,6,5,4,6,7,2,5,6,88,3.5,4.5,1,2,4
"794",1,1,18,2,200,0,0,0,1,0,0,0,0,4,3,4,3,4,3,4,4,2,4,1,4,4,2,1,3,2,4,5,2,1,1,2,4,4,4,2,2,6,7,5,6,6,5,1,3,6,79,2,6,4.5,1,5
"795",1,2,18,4,200,0,0,0,1,0,0,0,0,4,5,5,4,3,2,4,5,4,4,2,5,5,4,5,4,5,5,2,3,4,2,4,3,2,4,2,4,6,7,6,6,5,6,5,2,6,99,2,4.5,4,3,6
"796",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,5,1,2,5,4,4,5,5,1,4,5,4,1,4,4,5,1,3,3,4,5,3,1,4,3,6,4,6,6,6,5,4,3,4,5,91,2.5,3.5,4,2.5,5
"797",1,1,18,2,200,0,0,0,1,0,0,0,0,4,5,4,3,4,4,5,4,2,2,5,5,4,4,4,4,4,5,4,4,1,2,4,4,5,4,3,3,3,3,3,3,3,3,5,4,5,100,4,4,4,5,3.5
"798",1,1,18,2,200,0,0,0,1,0,0,0,0,4,5,5,4,4,4,5,4,4,4,5,5,3,5,4,4,5,4,4,5,2,2,4,4,4,4,4,6,2,6,5,5,7,5,5,2,6,107,3.5,4.5,2.5,3.5,5.5
"799",1,1,18,3,200,1,1,0,1,0,0,0,0,4,4,3,4,5,3,4,4,3,5,4,3,3,4,3,2,3,4,4,3,3,1,3,3,4,3,4,5,3,7,3,4,2,7,3,5,5,89,4,2.5,2,2,3
"800",1,2,18,2,200,0,0,0,1,0,0,0,0,4,5,5,5,2,5,1,5,4,5,3,3,5,4,2,2,5,3,3,5,5,2,5,5,1,5,1,3,6,6,7,5,6,2,2,1,5,99,2,5.5,6,2,7
"801",1,2,18,2,200,0,0,0,1,0,0,0,0,4,5,4,3,3,5,5,5,3,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,3,4,1,4,6,5,4,7,6,5,5,4,7,115,1,5,4.5,4,4
"802",1,2,18,2,200,0,0,0,1,0,0,0,0,4,5,4,3,2,3,5,5,3,4,4,4,3,4,4,3,4,3,5,5,4,5,4,5,4,5,3,2,5,5,6,6,5,2,3,1,6,104,2.5,5.5,5.5,3,6.5
"803",1,2,18,2,200,0,0,0,1,0,0,0,0,4,2,4,3,3,2,1,5,3,3,2,1,3,3,4,4,4,1,2,3,1,1,3,2,2,4,4,5,6,7,4,4,6,5,2,2,3,70,4,4.5,4.5,1.5,5
"804",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,4,2,3,1,3,3,2,5,3,2,3,2,4,1,4,2,1,2,4,2,3,2,1,4,5,2,2,5,7,5,7,3,3,2,3,71,4,6.5,3.5,3,6.5
"805",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,4,5,2,2,2,4,4,4,5,2,3,3,1,5,4,3,5,2,3,2,3,4,3,3,3,5,4,6,5,4,5,5,2,1,4,86,3.5,4,3.5,2,6
"806",1,3,18,2,200,0,0,0,1,0,0,0,1,4,1,4,5,4,4,4,5,3,4,1,2,4,3,1,5,4,3,1,4,5,3,3,4,1,5,2,6,6,6,4,4,2,5,1,1,4,87,3,2,4.5,1.5,5.5
"807",1,2,18,2,200,0,0,0,1,0,0,0,0,4,5,5,4,1,3,4,5,4,4,4,3,4,3,5,4,5,4,5,3,5,1,3,2,3,3,2,5,5,7,6,6,7,6,1,1,6,96,2,5,3.5,1,6.5
"808",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,4,3,2,4,3,2,3,4,1,3,5,4,5,4,4,4,1,4,1,2,4,4,1,4,6,5,7,2,6,3,7,2,6,5,6,84,5.5,5,6.5,6,4.5
"809",1,2,18,2,200,0,0,0,1,0,0,0,0,4,3,5,4,5,5,3,3,5,4,5,2,4,2,1,3,5,5,4,2,1,2,4,4,2,5,2,5,3,7,2,5,4,6,3,6,4,92,2.5,3.5,2.5,2,2
"810",1,2,18,2,200,1,0,0,1,0,0,0,0,4,4,5,4,5,4,4,5,4,5,1,4,4,5,4,5,5,4,3,5,4,5,4,4,1,5,1,6,6,5,7,3,5,7,4,1,7,107,3,3.5,3.5,3.5,7
"811",1,3,18,2,200,0,0,0,1,0,0,0,0,4,5,2,4,4,1,2,4,5,5,3,3,5,1,1,3,5,5,5,3,5,2,1,3,1,5,1,6,5,1,6,7,1,5,7,1,5,87,1,1.5,4,7,6.5
"812",1,3,18,2,200,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,2,5,5,5,5,3,3,4,4,3,5,5,5,5,3,4,5,5,5,5,2,5,2,7,6,7,4,5,2,6,112,3.5,6.5,4.5,5.5,6.5
"813",1,1,18,3,200,0,0,0,1,0,0,0,0,4,4,4,3,4,5,4,4,4,5,3,3,3,5,3,4,3,4,4,5,3,2,4,4,2,4,6,5,3,5,5,2,6,5,6,5,6,97,6,4.5,3,4.5,4
"814",1,2,18,2,200,0,1,0,0,0,0,0,0,4,5,5,4,4,5,5,4,5,5,3,4,5,4,3,5,4,4,2,4,4,5,5,4,3,4,2,5,2,5,6,7,5,7,2,5,6,109,1.5,4,1.5,2.5,4.5
"815",1,2,18,2,200,0,1,0,1,0,0,0,0,4,2,5,4,4,3,1,4,2,4,3,2,3,2,3,4,4,3,3,3,2,1,4,4,2,3,5,3,3,6,5,5,7,6,4,5,5,79,4,6,2.5,3,4
"816",1,2,18,1,200,0,0,0,1,0,0,0,0,4,1,5,4,1,4,4,1,1,2,1,1,1,5,1,3,3,5,1,4,1,1,1,4,1,5,6,1,7,5,7,6,7,1,5,4,5,65,4,7,7,4,5.5
"817",1,2,18,2,200,0,0,0,1,0,0,0,0,4,2,5,3,4,4,5,4,4,4,2,4,3,2,5,4,2,3,5,2,4,1,4,3,4,3,3,6,2,6,3,5,5,7,2,3,6,90,3,3.5,1.5,2,4
"818",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,4,4,1,1,1,5,4,3,1,2,3,2,5,3,4,2,5,3,2,1,3,2,1,1,5,2,2,5,5,5,6,7,6,4,6,71,4,6,1.5,4.5,4.5
"819",1,2,18,2,200,0,1,0,0,0,0,0,0,4,4,4,5,4,4,5,5,5,5,4,5,5,2,5,3,5,3,5,5,2,3,5,5,5,5,2,6,6,7,7,7,6,5,6,3,4,112,1.5,4,4.5,3.5,6
"820",1,2,18,2,200,0,1,0,0,0,0,0,0,4,2,5,2,2,5,2,4,4,4,4,2,5,5,2,5,5,4,2,1,4,2,5,4,1,1,2,2,2,6,3,2,2,7,6,7,1,86,4,4,1.5,4,2
"821",1,2,18,1,200,0,0,0,1,0,0,0,0,4,3,4,2,4,2,4,1,2,5,5,5,3,2,1,4,4,5,4,2,3,1,2,3,2,5,2,2,3,5,5,6,6,2,5,1,4,82,2,6,4.5,4,6
"822",1,1,18,2,200,0,0,0,1,0,0,0,0,4,5,5,4,5,4,5,4,5,5,1,5,5,5,1,1,5,4,1,5,5,2,2,5,2,5,5,6,7,5,5,5,7,2,5,1,6,100,4,4.5,6.5,4,6
"823",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,4,4,2,2,3,4,2,3,2,2,2,2,4,1,4,3,2,2,2,2,2,4,2,2,7,1,7,3,5,4,7,1,6,1,5,70,5.5,7,7,5.5,6
"824",1,2,18,2,200,0,0,0,1,0,0,0,0,4,4,2,4,3,4,4,2,3,3,2,3,2,4,2,2,2,5,4,3,1,2,2,3,2,4,6,5,5,3,5,5,7,5,6,6,5,76,4.5,5,4,5.5,3.5
"825",1,1,18,2,200,0,0,0,1,0,0,0,0,4,1,1,4,4,1,5,1,2,3,1,4,2,4,1,1,2,4,1,5,1,1,1,5,5,4,5,6,6,2,5,3,3,6,7,3,1,68,5,2.5,4,6.5,5
